,business_id,cool,date,funny,review_id,stars,text,useful,user_id
153,Lmqj8Me1EiYljYj0N1W7JA,0,2011-07-01,2.0,fDOAUUMS9KY4NBPI_XArjQ,3.0,"The most common praise of Dark Horse is its patio; the most common complaint about Dark Horse is its lack of service on the patio...

If you've been to Bloor West Village, you know that there aren't a lot of patios in the neighbourhood, and any patio that you do find is likely going to be small, cramped, and full of people. With the exception of the Firkin on Runnymede, Dark Horse has one of the biggest and best outdoor spaces in the village to drink pints, people watch or eat burgers and fries.

But, as many people have pointed out before me, the service can range anywhere from slow to crappy when you're sitting out there. While you're waiting, you may even be waiting so long for service that you'll feel compelled to go inside and get your own drinks, which causes the server to give you attitude when she eventually gets to your table, which causes you to feel uncomfortable; you see the vicious circle taking shape here...

All-in-all, the food at Dark Horse isn't half bad. Granted, they aren't going to win any awards anytime soon, but for pub food that goes well with a few drinks, it's pretty decent. While some of the food, like the calamari and nachos, is previously frozen and highly unimaginative, other items, like their Village Burger or fish and chips, are clearly made in-house and truly tasty. They also serve a weekend brunch that is worth checking out, but expect to wait for a table; it fills up quickly with the neighbourhood locals.

All of the expected draft options are here...I think. Truth-be-told, the server never actually rattled off the draft list to us in the limited time she spent at our table. Luckily, there were a few beer-branded signs in the patio, which makes the process a little easier, but a lot less convenient.

Dark Horse's problems are easily fixable; they just need a bit more staff. Trust me, sit back on the patio, have a pint, and watch them work. It'll quickly become obvious that they're understaffed. Another server or two during their busier times, and Dark Horse could be fantastic.

Truth be told, it's just a pub, and a fairly average one at that. If you're in a hurry, you may want to avoid this place, but if you've got some time to kill and want to soak up some sun on a patio, Dark Horse provides nicely.",3.0,YHWsLBS8jzZiPjKHMFOaAA
154,y-sRypoTK2L6EuozhEMQzA,1,2010-12-29,0.0,cRJcKF3fQCUDjX69daVTzA,2.0,"Located in the Annex, in the middle of Mirvish Village, The Central is a bar, a restaurant, and a live music venue.  The dimly lit house-turned-restaurant with the splendidly seamy vibe immediately and completely tugged at my heart strings.  I loved the rickety setting and little details like the ""Draught: Use Your Eyes"" sign behind the bar.

But, as with any new love, first impressions can often deceive you; The Central played with my emotions.  The menu - and be warned the online menu is not what you will find when you arrive there - has so much potential and I very much wanted the food to live up to my expectations.  My party of three shared grilled calamari with side of salad greens in a light citrus dressing, followed by entrees of grilled mushroom salad with shrimp, a grilled vegetable sandwich with sweet potato fries, and a cheesesteak sandwich with Tom Yum soup, all of which (with three beers) came in at just over $60.

The menu items are not very risky, but still need to be done carefully to be successful.  As much as I wanted everything to come out perfectly, it simply did not.  First of all, the calamari was a very large serving - so far, so good.  But, in grilling it whole, the tips became overcooked and the centre remained undercooked, and there was a hint of burnt charcoal flavour.  The grilled vegetables were also overcooked, producing an all-over brown hue, making them completely lose their individuality.  The cheesesteak had the right flavour, but again, the beef was slightly overcooked and chewy.  Finally, after looking forward to trying one of the desserts in hopes for menu-redemption, like the candied strawberries or the ever-infamous deep fried Mars bars, we were told that all they had available was ice cream.  Not so impressive.

While the main dishes and lack of desserts were disappointing, I do have to commend them on a couple of things.  All of the side dishes were on-point; the dressing on both the calamari dish, and the mushroom salad were light, flavourful and had a good citrus tang; the sweet potato fries were crispy, and came with a side of a creamy cinnamon dip that was a great alternative to regular ketchup; and the Tom Yum soup was hot, spicy, and a great choice for a chilly December night.

I have decided that The Central could very well become a favourite spot of mine for drinks, and maybe appetizers, but is just not an ideal choice for a full dinner.  The venue itself is one that you should check out, and I expect it is only better when the patio is open in the summer.  If you don't want to sit in the main bar to listen to the band they have a cozy lounge space upstairs that can be rented for private parties.  Also, they clearly take pride in the beverage menu, especially the beer choices.  When we had some trouble deciding on a pint, we were offered a sample of a new label on tap called Netherworld, a Flying Monkey brew, which is similar to the popular Mill St. Tankhouse Ale.

I give them an A+ for atmosphere, but only a gold star-for-effort on the menu.",2.0,YHWsLBS8jzZiPjKHMFOaAA
155,vOUIiRfyA9jtra7Hez6mpg,0,2012-01-13,0.0,Mk_ZW9-ol4mFr9HMvjQmiQ,3.0,"Wanting to try something new, and looking for a cool place to go for pre-Yuk-Yuks dinner and drinks, my friend and I decided to try out Everest Restaurant on Queen West.

What seemed to be a quiet Saturday evening when we first arrived at 7pm, quickly turned into a fairly busy ""club"" like dining experience. And Everest is certainly dressed to impress. The restaurant feels both sexy and modern, with dark mood lighting, clean lines, comfortable and cozy booth seating, and an eclectic playlist/DJ, depending on what night you are in. With a great view of Queen West for people watching, and MuchMusic across the street, the atmosphere, music and style of the restaurant blend in perfectly with the locals.

I was very excited to try a new place with an interesting food theme, something a little different from the usual weekend dinner and drinks, and hoping to find a new ""go-to"" place for a fun and creative meal. I secured reservations before our arrival, however, we were greeted with a bit of a frosty reception, waved to an area in the front of the room, and told I could sit wherever I wanted. Unorthodox, maybe, but sit we did!
Putting the hostesses' indifference behind us, we decided to delve straight into the wine menu, and with a little help from our server, selected the Beringer Cabernet Sauvignon Knights Valley, a California vintage from 2009 for about $40. The wine was excellent, and I found the wine menu to be well priced for the quality of wines on the list.

The dinner menu ($15-$20) presents a somewhat more challenging predicament. Filled with Tibetan and Indian dishes, along side the same old North American stand-by of pasta and sandwiches, I found myself unsure if this was a Tibetan restaurant, or your average Italian eatery all dressed up. It's not that I mind an eclectic menu, in fact I appreciate one, however when venturing out to try a new type of cuisine (in this case, Tibetan), one wants to be sure that the restaurant is absolutely committed to their craft, and have their ""specialty cuisine"" down pat. Thus, I was unsure of whether venturing into the momas (Tibetan dumplings) and sha-momo (spinach and beef), or the fettuccine alfredo was the better option.

After some quality deliberation between the Tibet/North America paradox, I decided to try a platter, a mix of several different Tibetan style foods, to allow myself to experience as much of the cuisine as possible. The menu seemed heavy on potatoes, stewed meats and rice, so I decided to try almost all of the above. The stewed potatoes were good, cooked just right, but tasted much like something I could make at home, no real special spice or flavour that made me feel like I was trying something exotic. The rice was cooked with raisins, which just didn't do it for me, and was a little bland.  My meal was served with steamed Tibetan vegetables (broccoli and carrots), which aside from not seeming exceptionally Tibetan to me, were surprisingly good. An interesting side note, both of our meals were served with naan bread, which really was just pita bread from my estimation. Overall, I was fairly underwhelmed by my choice. My friend ordered the butter chicken on rice with naan bread (same problem), and said that she enjoyed her meal. The butter chicken looked and tasted pretty standard to me, so that must be a good thing, but neither of us could really wrap our heads around the lack on naan bread at restaurant serving Indian food. 

While I thoroughly enjoyed Everest restaurant for its attention to the design décor and ambience, I was definitely a little disappointed with my first foray into Tibetan food. I think the next time we decide to go out for Tibetan style cuisine, we will try ""Little Tibet"" further down Queen Street.",0.0,YHWsLBS8jzZiPjKHMFOaAA
156,HX0QhTVWztcawNof0KUhgQ,3,2011-04-17,1.0,kUgUo3SfZDj_XwAECQtkjQ,3.0,"Despite it's seemingly religious name, this Blansdowne cafe has nothing to do religion. It's a little cafe chock-full of character and a cool, homey-sorta vibe. You know the type of place I'm talking about: mismatched plates and cutlery on the tables, Value Village-esque paintings and pictures on the walls, slightly damaged panelling on the ceiling. It sorta looks like one day someone decided: 'Well, we have a stove. Why don't we open a restaurant?' It seems random, but truthfully, it doesn't matter all that much. If anything, those details make it better and much more comfortable.

There really isn't that much for food here. They've got a couple of items that are fairly easy for the lone person working to make when the place gets busy, which it definitely does. Mostly it's just the standard pressed sandwich kind of thing. No soup, no fries, no salad, as a side anyways. The friendly guy working there told me that it's not that kinda place. He said that it's mostly a cafe and a place to drink booze.

The menu is up on a chalkboard, and like I mentioned, it mostly has pressed sandwiches, like grilled cheese with apples and Tandoori chicken stuffed Naan bread. The sandwiches certainly aren't bad, but sadly, the majority of the stuff they make seems to have been brought in with little of it made in-house, like the Naan bread. The Naan was the kinda stuff pressed and packaged somewhere distant, and then bought at some grocery retail giant. It definitely would have been better if they worked with someone local to get some truly authentic stuff. They do have quite a few baked goods too. I'm not sure if those were made in-house or not, but they look nice next to a cup of the great coffee they serve.

I've seen some pictures of brunch items at Holy Oak, like eggs Benny, but based on when I was there I couldn't see that happening. Maybe they do bring someone in on the weekends to cook, but they guy working never mentioned it to me when I asked him about the food or the limited menu.

I went during the week for lunch, and this little place was pretty packed. Mostly with twenty and thirty somethings in front of laptops. It seems like a pretty cool place to work for those of us that frequent coffee shops for that sorta thing, because there really isn't much else in the neighborhood that offers it. It's cozy and comfortable, and I could easily see myself sitting there with a coffee, comfortably typing away.

Holy Cafe is a neat place, but it certainly doesn't warrant a big trip to get to it. If you happen to be in the neighborhood and you're looking for a comfortable place to soak up WiFi and get a decent cup of coffee, Holy Oak can definitely provide. But it doesn't offer much more than that.",5.0,YHWsLBS8jzZiPjKHMFOaAA
157,ILlebFUb89ZozizpVGeHdQ,1,2012-03-10,1.0,yH17eZfSnECroW_OLBaJAg,4.0,"Sharkey's is no more! And thank God for that. I mean, I know the restaurant options in Bloor West Village are limited, but I really have no idea how that place hung on for as long as it did. With horrible service, brutal food, and staff that spent more time admiring themselves in the mirror than their customers, they created a place that was meant to be avoided. Yet somehow, it managed to exist on that corner for years.

So, imagine my surprise when I saw the beautiful sight of a building permit and brown construction paper covering their windows one day...

A few months later, The Kennedy Public House was born. And boy-oh-boy, this place is exactly what  BWV needs. BWV is virtually void of restaurants serving great food. Ok, so there's earth and Dr. Generosity, but other than that, your choices are pretty limited compared to the tons of options available to other Toronto neighbourhoods. That's why seeing something as untraditional in BWV as The Kennedy is such a welcoming sight.

The Kennedy has a cool vibe that, if you know the neighbourhood, you wouldn't expect to see there. It seems oddly out-of-place while at the same time seems oddly comfortable being there. With a laboriously nice interior space, the entire design is well-thought out a nice to be in. But surprisingly, The Kennedy isn't just nice to look at; it also has exceptionally good food.

The Kennedy's menu doesn't serve your typical pub grub; it's much more imaginative than that. Non-traditional items, like polenta burgers, calamari po'boy sandwiches, and pork belly casoulet easily compliment more traditional pub fare, like wings, macaroni and cheese, and thin crust pizzas. Their menu does a fantastic job of covering everyone while still remaining concise and well-thought out.
Working with a number of local businesses, the Kennedy also proudly sources bread and meats from places you're probably familiar with, like Cobs bread and Wellington County Beef. Nice. I've always found that knowing where the food comes from somehow makes it taste better.

One other thing worth mentioning: The Kennedy has unisex bathrooms. And they've incorporated them into the place really nicely, except for the hand-dryer. The bathroom hand-dryer must be the loudest dam one in the entire free-world. If you happen to be sitting in the back-half of the restaurant, it might even ruin your experience. Hopefully they'll turn to either cloth or paper towels, or they'll just find one that is quieter.

Keep in mind though, if you're looking for a relaxing experience, this isn't the place. With strollers and screaming babies during the day that makes it resemble a Montesorri school, and lineups and loud music in the evening that makes it resemble something at John and Adelaide, The Kennedy doesn't provide a quite and relaxing experience; what they do provide is a killer take on the food you wouldn't expect to find in a typical public house.",1.0,YHWsLBS8jzZiPjKHMFOaAA
158,o19vbA9-BuvHXrE4nYJ60A,1,2011-06-21,0.0,snwY-gb9yLeL4RSOS4QBRQ,3.0,"As a group of new Toronto recruits, we decided to try out Rebel House at the suggestion of one of my coworkers. An easy walk from the Rosedale subway stop, we went the evening of the Stanley Cup final, expecting the place to be packed, but managed to find comfortable high-top seating, and friendly service, amidst a fairly busy night.

The Rebel House is a small pub, with a quaint upstairs section, where we sat. Several TV's aired the hockey game, and there was an eclectic mix of people, some older, into their 50's, but predominantly a mix of twenty and thirtysomething young professionals and students.

The menu is varied, but small, although they offer a revolving door of several daily specials that seem to be based on season and availability, which is always a good bet.

My dining partner decided to go with the daily special Mussels ($14), absolutely delicious in a white wine and garlic sauce, with toasted garlic bread. I ordered the Spicy Spinach Cheese Pennies ($10), small appetizer-sized cheese patties, with nary a spinach leaf in sight...nor were they spicey. No matter. These delightful little morsels were crispy on the outside, gooey on the inside, and came with a delectable tomato chutney and sour cream to top with. At our server's suggestions, I also ordered the Spinach and Apple Salad ($6), with cheddar cheese, toasted almonds, and a homemade maple dressing on the side. A wonderful combination. In fact, we liked the cheese pennies so much, we ordered another batch, only to find that that a repeat order isn't always as good the second time around. These pennies were so thick with grease, I found myself soaking up the oil slick with a napkin just to get them down. I think ordering a third time might have settled this dilemma for good, but for now I choose to remember the experience based on my initial encounter with the Spicy Spinach Cheese Pennies; delightful.

My dining partner, an ""adventurous"" drinker himself, ordered a Labatt Blue, but it did come in the extra large bottle, which made him smile from ear to ear. I ordered the Henry of Pelham Pinot Noir to start, but must admit that it tasted watered down and a bit weak. Not to be discouraged, I tried the 2006 Cabernet Franc Special Reserve VQA after dinner, and was pleasantly surprised by one of the nicer glasses of wine I have had at a pub in some time. It had a heavy quality, with a nice vanilla finish. I would go back to Rebel House just to try this glass of wine again.

Our server was friendly and talkative, and the prices at Rebel House are fairly reasonable. Wine was about $7-$8 a glass, and our meals were between $8-$12 for the appetizers, and up to $20 for an entrée. Except for the bad experience with the second order of cheese pennies, Rebel House is an excellent neighbourhood pub, serving up good food at good prices.",1.0,YHWsLBS8jzZiPjKHMFOaAA
159,N8bCOvrGH69jD3-CRc6Fpw,0,2011-02-13,1.0,IODJhNP9ENOBbu3HRDpOCw,3.0,"I came to Ultimate Café by accident. In a desperate attempt to finally darken the doorway of Hey Lucy, I was disheartened to find that going right after work is not nearly early enough to snag a table for cheap martini Wednesday at that popular King West spot. Enter stage-right, Ultimate Café (a bit of Entertainment District fun for you there). Whether coincidentally or strategically, they also offer their own cheap martini Wednesday - how clever. 

Their menu is fairly standard, including soups, nachos, sandwiches and Paninis, pastas and salads and they say the ingredients are bought fresh daily from Kensington Market.

After my first meal, I decided to do some reading and collect the thoughts from others before making my final decision on Ultimate. The reviews are mixed, and I have to agree with that sentiment.

I've now been to Ultimate twice, once for dinner and once for lunch. The night of the martinis, I decided to make a meal of appetizers - a favourite thing to do. I had the spring rolls and the sweet potato and lemongrass soup. I wasn't disappointed in the least; the spring rolls were crunchy and hot and the soup, though a tad too sweet for my own taste (always a risk for sweet potato dishes), was flavourful, thick and rich. It was a satisfying meal but, much like the menu, was basic stuff.

Then, I went back for lunch. 

We started with the nachos which turned out to be a delight. They look completely unimpressive, but once you dive in you'll realize that there is just the right amount of melted cheese, neither scorched or soggy, and it's topped lightly with chopped lettuce, tomato, olives and jalapeno. I have come across some online grumbles about the portion sizes, but any more and it would have proven far too big for a two-person starter or a one-person meal. My entrée was the Montreal smoked meat Panini with a side salad. The Panini was my favourite dish there by far. The meat was warm and tender and, again, was not over-sized. The sandwich was obviously freshly pressed and there was a tangy mustard spread topping it off. But, here's the rub - the salad was small and the leaves were wilted, which is a common complaint across the boards about their greens and the dressing could not possibly have been made in-house. It maybe could have passed for garnish. A really top-notch side could have elevated this dish to be lunch-time excellence. Like the portions, the prices are decent, with both of my visits coming in at just around $20 per person

There is one very short footnote-type comment that I must leave you with. On both occasions I was greeted by an employee whom I can only assume is the host. He will nab you on the street when you stop to glance at the menu to convince you to come in and, though he means well, will be extremely present during your time there. I can't say it was bothersome enough to warrant a phone call, but I also cannot give you my recommendation without mentioning this very obvious addition to the dining experience at Ultimate. 

So, I toyed with a 2-star vs. my decided upon 3-star rating. The decor is kind of cool, the service was fast and courteous, despite the over-attentive host and we were seated in no time on a busy night. They offer some pretty good, if not somewhat lack-lustre grub, with at least one amazing sandwich. 

Just doors down from the previously reviewed Joe Mamas, King West is turning out to be a favourite food stop for me.",1.0,YHWsLBS8jzZiPjKHMFOaAA
160,m7PPpShEdfhtV-7NnPN1Nw,2,2010-12-18,1.0,iXp5A9Zl02oomdjHyIgVjA,3.0,"The Duke of Kent serves up traditional pub food in a cozy spot at the corner of Yonge and Eglinton.  Kent is just one of a series of 'Duke Pubs' scattered around Toronto, and judging from the fairly comprehensive website, each has a slightly different décor, but all of them seem to tap into that English corner pub ambience.

After a long week at work, I was on the hunt for a casual space to grab a pint, enjoy some hearty food, and catch up with some friends; the Duke of Kent was a great choice...for the most part.

I snagged a corner booth with my dinner group on a busy Friday night.  When we first walked in, it seemed hopeless. We wanted dinner, but there was nary a table to be seen.  The staff did everything they could to make a space for us so we weren't forced back out into the cold to one of the other countless restaurants in the area.  That is what service is all about, and we were happy to stay.  Many thanks to the serving staff for being so accommodating on a hopping Friday night!

As for the food, it is the expected and welcomed pub spread.  They offer up fish & chips (yes, served in a basket on paper), pot roast and potatoes with buttered peas, and even bangers and mash.  You will find an array of reasonably priced English pub food on the menu, with entrees coming in at about $12 across the board.

As I've said before, I tend to go for the specials, and that night it was Moroccan Stew.  Unfortunately, I am sad to say it was disappointing.  The dish was somewhere between a curry and a Mexican chili, and I was given a healthy serving for the $12.99 price-point.  But, I couldn't help but become envious of those around me who had gravy-topped pot pies, crispy fish and chips, beefy burgers and gooey quesadillas.  I probably would not have been as put-off by the it if it was labelled on the menu, as it was on my bill - just 'vegetable stew'.  It was not as exotic as the name lead me to believe, and with a delicious-looking curry dish on the main menu, I expected more spice and life in my 'Moroccan' Stew special.

For a visit to the Duke, I suggest going full-English.  I saw enough plates of fish and chips go by to convince me that it is a popular item, and how much more traditional can you get than that?  Also, I have the 'famous' deep-fried pepperoni targeted - it has to be famous for a reason!

At the end of it all, the Duke of Kent draws in a wonderfully lively crowd, and provides a great atmosphere and service, albeit a bit slow - but hey, it was busy!  My food may have only been so-so, but the brew was cold, and my night was great.",3.0,YHWsLBS8jzZiPjKHMFOaAA
161,UDk7qUVIetK3Y3NuARguqg,2,2011-01-12,1.0,BLOMVxTereHbU8Y5kG1Cng,5.0,"As soon as you step inside, your first thought will likely be that there is no possible way this place was built to be an Indian restaurant. The entrance way is virtually non-existent, and stepping through the front door immediately plunges you into the middle of the usually busy and oddly laid out dining room. At the back, a long wooden bar--the type you'd feel comfortable seeing in a Boston Pizza--eclipses the view entirely. The bar is far too big, and completely takes away from the Indian experience, and the only décor to be found is some dated Indian travel posters and a few paintings themed of elephants and palm trees. But trust me, it doesn't matter in the slightest. You likely won't even notice. Why? Because this place churns out some seriously outstanding Indian food that would be just as good if it was served on a picnic table in the neighbouring Christie Pits Park.

Savoury and creamy butter chicken, seasoned and spiced chicken masala, bright and soft saffron rice; all of the items you'd expect to see on an Indian menu are here. I've been here a few times, and my opinion is that the best way to order is to share, especially if your experience with Indian food is limited. Ordering a few samosas (meat patties) and cauliflower pakoras (chickpea battered cauliflower), and some peas pulao (flavoured basmati rice), a bowl of chicken masala (chicken with yogourt and spices), a bowl of fish curry (masala spiced-salmon) and a plate of naan bread (Tandoori-fried bread) for example, allows you to try a lot of different things, and can be more than enough to accommodate upwards of 6 people.

Now, I don't want to just casually mention the naan bread like that. I'd be doing it a profound injustice. It is absolutely to-die-for beyond good. It is never made ahead of time; it's made right when you order it. It's soft, cooked perfectly, and has a slight charcoal flavour from being expertly cooked in the tandoor. I've stopped in before just to pick up a few pieces of naan and nothing else. If you're there, definitely order it.

Pleasantly enough, this place is never at a loss for staff. Any evening you decide to go, you're sure to be taken care of. One of the things--and I cant believe I'm saying this--is that this place may actually be overstaffed. I've gone there before and felt as if I may have been the server's only table, despite being a packed house. It's a true joy to experience.

I know I said that the ugly bar and awkward entrance-way don't matter, and they don't for me. But if you're after more than just amazing Indian food, like say, an authentic setting and traditionally dressed staff, then you may want to keep looking; you won't find that here. What you will find is skillfully cooked, delicious food served to you by exceptionally attentive, friendly staff.",8.0,YHWsLBS8jzZiPjKHMFOaAA
162,5aBEf-LO_mic_CMqLLbDaA,1,2011-10-14,1.0,vAq2xRLiQEwGdaoprAPvfg,4.0,"Bar Salumi is the unassuming sister bar-come-restaurant to The Local Kitchen in Parkdale.  It might be a little too unassuming for its own good, as many people seemed to question its whereabouts when I mentioned its name...but maybe Bar Salumi doesn't like the spotlight.  Indeed, its sign is almost an afterthought, with the store's original signage for an antique shop, dominating the storefront.

My friend and I had been meaning to go ever since she discovered they served Burrata pizza.  She really has a thing for that cheese, and I can't say I blame her. It's delicious.  We went awhile back, excited at the prospect of this new twist on a Margharita pie, only to find out the chef was on vacation and they were only serving up the liquid portion of their menu.  Normally I wouldn't have a problem with this, and in some cases I would actually prefer it, but that night we were hungry and consequently, deflated. My friend entered the chefs ETA in her phone, and we vowed to return.

Two weeks later, the alarm sounded, reminding us that the chef was back to work (and also that she had golden potatoes ready to harvest in Smurf Village).  We went the very next day.

As it was on our previous visit, Bar Salumi was quiet and dark, illuminated by flickering chandeliers (leftovers from the former antique shop maybe?) and tea light candles housed within mason jars.  Hanging legs of prosciutto fight for space with ceiling fans, and a boar's head watches diners from high above on the back wall.  I know it might not sound like it (what with the strong presence of dangling cured meat and taxidermy) but it has a real romantic vibe happening.

There is no kitchen at Bar Salumi, so our personable apron-clad server was also our chef.  The menu is a small one, focused on pizza and apps, so diners can watch as everything is prepared behind the bar. It did get a bit hot, what with the pizza oven operating from within the same room, but think how cozy that would be on a winter's night.

The menu is presented on the wall in cafeteria style (or bowling alley) fashion, with those little plastic letters that slide in and out, and I half expected to see nachos and cheese listed somewhere.  More menus were brought to us on mini clipboards, and because the food menu was unnecessary as we had fully rehearsed our order, we paused awhile over the drink list.  They offer a thoughtful selection of reds and whites as well as some interesting cocktails.  We went with two glasses of Malbec ($12 each) to go with our starter of olives & nodini with ricotta salata ($4).  So far so good, except that I couldn't help but think the nodini crackers weren't the most functional choice for the cheese...more like basketball hoops for the olives.

Our pizza ($14), although not wood-fired, did come served on a cross-section of a tree trunk.  With the creamy white Burrata blending with the red of the San Marzano tomatoes, punctuated by basil it was like an homage to the Italian flag.  I wish I could say that the Burrata we were so looking forward to, made it the penultimate Margharita experience, but it was like any other made with Bufala.  The two are from the same family after all, so I'm not sure what we were thinking.  Cheese does things to people.  That being said however, we weren't disappointed, as the sauce was tangy, the crust was crispy, and it was big enough for both of us to eat and still take home leftovers.

I wouldn't rank the pizza with the likes of pie giants, Terroni or Libretto, but Bar Salumi is rife with ambience where the aforementioned aren't.  The promise of Buratta may have lured me in the first time, but it's the character that will bring me back.",1.0,YHWsLBS8jzZiPjKHMFOaAA
163,_DuPG5sSEwZcgfjdndQc4A,2,2011-11-10,1.0,3kYgvvUUMP6nR49sTWrmCw,2.0,"Hey Meatball! Hey Mediocre! Walking into Hey Meatball! instantly feels like you are walking into your old high school cafeteria. A few two and four person tables are set up, and there's one long 16 person table down the middle, all this in a space that was clearly not built for this many diners. I wasn't entirely sure if we were to seat ourselves or wait for direction. We inquired with the cashier/order taker/owner to find out. I know he was the owner because he told us.

For a restaurant that serves all meatballs, all the time, we were surprised to find that there were only three entrée selections on the chalk board and a few side dishes to choose from. Of the four side dishes, two had already been crossed out for the day, leaving a side salad or butternut squash soup. I decided to order the vegetarian eggplant 'meatballs' with polenta and parmesan, and my dining partner ordered the Porky  meatballs, (a combination of pork and ground beef) with tomato sauce on spaghetti. Immediately I was told that they were out of polenta and was asked ""what would I like it on?"" Unsure of my options, even after asking, I replied with ""spaghetti,"" as that was the only thing on the chalkboard that I was sure that they had in stock.

We each ordered a homemade cream soda, we were given a number, and we took a seat. Our number was called out about 10 minutes later, and we immediately noticed the disparity in portion size. My eggplant 'meatballs' were served on a huge swirl of very al dente spaghetti, whereas the porky meatballs arrived on what could be considered an order from the children's menu- if there was one that is.

The food was good, but not great. The eggplant 'meatballs' had a nice consistency, and were spicy and full of flavor. The tomato sauce that the dish was served with was hearty and not too salty, however I thought that the pasta could have been cooked a little more. The Porky meatballs were excellent, the combination of pork and beef proved to be a hit, however we both found that the tomato sauce served with the meatballs was far too sweet for the savory nature of the dish.

The saving grace of the meal was the amazing cream sodas they make fresh on site. They were a throwback to the Jones cream soda that you used to drink as a kid, but without too much fizz. Unfortunately, when the beverage you order to go with your meal is the best part of the experience, you know that there is something missing.

Hey Meatball! is missing the warm and friendly atmosphere you would expect to find in a restaurant with a wide open kitchen, communal tables and a chef that endeavors to use ingredients within a 100-mile radius of Toronto. All great qualities to have in a unique restaurant with a unique concept, but here, it just didn't seem to create anything memorable. There was no music playing while we were in, and the gruff reception and fluorescent lighting that made it a little harsh on the eyes made Hey Meatball! mostly a letdown.",5.0,YHWsLBS8jzZiPjKHMFOaAA
164,Egn5h9fStvVKcFH7kaLQig,1,2013-04-27,1.0,We853schI2SMtGPJHYHYtA,3.0,"3030 has young-professional written all over it. Craft beers, slightly pretentious menu and crowd, its Junction location (sigh, I remember the days when they avoided this area). And although I spend quite a bit of time in the neighbourhood, I only managed to getting around to checking it out a few days ago. That's mostly because it's a difficult place to notice, with an unassuming, simple '3030 stenciled on the front door, and not much else to identify it.

3030 is huge inside... seriously huge; especially for a place in The Junction. Stuffed full of small table settings and 2 full bars, it seems more like you're in a concert hall than a neighbourhood restaurant, and that's with good intention. 3030 is built to be a live music venue that doubles as a food-venue, and in my opinion, not the other way around (although that's what they go for in the off hours).

One thing's for sure, they put a lot of thought into their draft selection. The back bar has taps full of local-ish craft brews, including Wellington, Beaus, and even some other, more difficult one's to find, like the Junction Craft Brewing's IPA (which was fantastic), a Sawdust City stout, and a Broadhead White. Clearly, they take their beer selection very seriously. The unfortunate thing about the bars though is that with no stools to sit on, you get the distinct that they don't want you hanging out there.

Much like you'd expect from a place aimed at young-pros in The Junction (sigh), the atmosphere sets it up as a pretty cool place to hang out, with shelves full of board games and walls lined with old-school pinball machines and plenty of interesting art. With the retro pinball machines all lit up in the evening, it gives the perfect backdrop to a night out.

But with just a little '5 dollar snack menu' card on each table, you wonder what about those of us that were there for more than snacks. Our server haphazardly and unconfidently rattled off the items they serve (there was only 4 of them at the time) but not before having to go back to the kitchen a couple of times before she could get it right. I asked if the items changed daily, hence no menus and the difficulty remembering them, but nope, these items had been here for a while she said. While it's cool to try items out to see what works, I hope that eventually they'll put together a more permanent and more expansive menu, or at least one that changes seasonally.

Because none of their mains sounded appealing to us, we instead opted for the items on the snack menu. The Butter Chicken Wings, while mostly tasty with the typical strong flavours you'd expect, arrived lukewarm. The Potato Wedges on the other hand, were indescribably and inedibly  hot, which turned out to be ok because they were bland and tasteless anyways. Overall, we just didn't find any of the items on the snack menu impressive at all.

If you're in the neighbourhood, 3030 may be worth checking out, but I'd say solely for their draft selection; and although the fact that there isn't much like it in the neighbourhood makes it the kind of place you want to check out, I'd wait until there is a concert or show you want to see before making the trek. In my opinion, it just isn't worth going out of your way for.

With a Gabby's now opened next door, I remember feeling a little upset for them having competition so close from some evil, corporate chain, but really, it's of little consequence. It's obvious right away that they'll both be attracting very different types of people.",2.0,YHWsLBS8jzZiPjKHMFOaAA
